age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;y;y_numeric
32;technician;single;professional.course;no;yes;no;telephone;may;fri;247;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
54;blue-collar;married;high.school;no;no;no;cellular;jul;thu;771;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes;1
39;admin.;married;high.school;no;no;no;cellular;nov;mon;148;1;999;1;failure;-1.1;94.76700000000001;-50.8;1.05;4963.6;no;0
48;admin.;married;high.school;no;no;no;cellular;nov;wed;1061;4;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;yes;1
27;admin.;divorced;high.school;no;yes;no;cellular;may;mon;166;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;no;0
34;blue-collar;married;basic.6y;no;no;no;telephone;jun;fri;238;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
52;services;married;high.school;unknown;yes;no;telephone;may;tue;140;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
37;admin.;single;university.degree;no;no;no;telephone;may;wed;362;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
37;blue-collar;single;unknown;unknown;no;yes;telephone;jun;fri;53;11;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
39;unemployed;married;basic.4y;no;no;no;telephone;jun;mon;203;1;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1;no;0
45;admin.;married;university.degree;no;yes;yes;telephone;may;mon;157;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.354;5099.1;no;0
43;blue-collar;married;basic.9y;no;yes;no;cellular;jul;mon;107;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
31;management;single;university.degree;no;no;no;telephone;jun;tue;166;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
24;services;single;high.school;no;no;no;cellular;jun;wed;150;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no;0
36;admin.;married;high.school;no;no;no;telephone;may;mon;211;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
34;admin.;single;university.degree;unknown;no;yes;cellular;aug;mon;27;12;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
49;technician;divorced;professional.course;no;yes;no;cellular;may;tue;130;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
20;blue-collar;single;high.school;no;yes;no;cellular;may;wed;410;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
53;admin.;married;university.degree;unknown;yes;no;cellular;may;wed;59;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
34;services;single;high.school;no;no;no;telephone;jun;thu;729;2;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no;0
39;blue-collar;single;unknown;no;yes;yes;cellular;may;fri;162;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
28;blue-collar;married;basic.4y;unknown;no;yes;cellular;jul;wed;98;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
36;blue-collar;married;basic.9y;unknown;no;yes;cellular;jul;thu;158;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
45;unemployed;married;high.school;unknown;no;no;telephone;may;fri;545;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
39;unemployed;single;basic.9y;unknown;yes;no;telephone;may;fri;254;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
36;admin.;single;university.degree;no;no;no;telephone;may;tue;168;5;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
52;admin.;divorced;university.degree;no;no;no;telephone;may;mon;190;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
37;housemaid;married;basic.4y;unknown;no;yes;cellular;aug;tue;235;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
31;technician;married;professional.course;no;yes;no;cellular;may;tue;239;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
40;blue-collar;married;basic.9y;no;yes;no;cellular;nov;mon;55;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no;0
47;services;married;high.school;unknown;no;no;telephone;may;tue;127;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
47;entrepreneur;married;high.school;no;yes;yes;cellular;aug;tue;303;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
55;technician;married;basic.9y;unknown;yes;no;cellular;jul;tue;234;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
38;self-employed;married;professional.course;no;no;no;cellular;nov;tue;1788;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;yes;1
42;services;married;basic.9y;no;no;no;telephone;oct;thu;71;1;999;0;nonexistent;-1.1;94.601;-49.5;1.045;4963.6;no;0
31;technician;single;university.degree;no;yes;no;telephone;may;fri;7;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
32;blue-collar;married;basic.9y;no;yes;no;cellular;may;thu;83;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
53;management;divorced;university.degree;no;yes;no;cellular;jun;mon;348;6;999;2;failure;-1.7;94.055;-39.8;0.754;4991.6;no;0
37;blue-collar;married;basic.4y;unknown;no;no;telephone;may;tue;123;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
29;management;married;basic.9y;no;no;no;cellular;nov;wed;69;2;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no;0
35;self-employed;married;university.degree;no;no;no;telephone;may;mon;293;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
54;blue-collar;single;basic.4y;unknown;unknown;unknown;telephone;may;fri;824;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
56;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;247;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
49;technician;married;university.degree;no;yes;no;cellular;aug;wed;552;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
37;admin.;single;high.school;no;no;no;cellular;jul;mon;249;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
41;admin.;single;high.school;no;yes;no;cellular;may;fri;333;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
34;blue-collar;married;basic.9y;no;yes;no;telephone;may;tue;132;8;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
56;management;married;university.degree;no;no;yes;telephone;may;wed;171;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
48;blue-collar;married;basic.9y;no;no;yes;cellular;aug;wed;76;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
28;services;married;high.school;no;no;no;cellular;jul;tue;289;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
31;technician;married;high.school;no;no;no;cellular;jul;mon;101;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
27;blue-collar;married;basic.4y;no;yes;no;telephone;may;mon;51;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
34;admin.;married;high.school;no;no;no;telephone;jun;mon;540;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
38;admin.;married;high.school;no;no;no;cellular;may;fri;217;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
24;admin.;single;university.degree;no;yes;yes;cellular;aug;fri;101;5;6;2;success;-1.7;94.027;-38.3;0.905;4991.6;no;0
44;admin.;divorced;high.school;no;no;yes;cellular;jul;tue;132;4;999;0;nonexistent;-2.9;92.469;-33.6;0.9079999999999999;5076.2;no;0
39;student;single;unknown;no;yes;no;cellular;jun;fri;474;3;999;0;nonexistent;-2.9;92.963;-40.8;1.224;5076.2;yes;1
50;admin.;married;university.degree;no;no;no;cellular;aug;tue;587;2;999;1;failure;-2.9;92.20100000000001;-31.4;0.8590000000000001;5076.2;yes;1
37;blue-collar;single;basic.6y;unknown;yes;no;telephone;may;thu;288;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
35;management;married;university.degree;no;no;no;cellular;aug;tue;253;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
52;blue-collar;married;basic.4y;no;yes;no;cellular;aug;tue;234;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
34;services;married;high.school;no;no;no;telephone;may;tue;139;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
57;admin.;divorced;high.school;unknown;yes;no;telephone;jul;tue;184;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
25;self-employed;divorced;university.degree;no;no;yes;cellular;apr;mon;163;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes;1
43;admin.;married;high.school;no;yes;no;cellular;jul;mon;128;22;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
28;entrepreneur;married;university.degree;unknown;no;no;cellular;apr;mon;774;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
26;admin.;married;high.school;no;no;no;telephone;jun;tue;48;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
57;management;married;basic.4y;unknown;yes;no;cellular;may;fri;10;5;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
32;technician;married;professional.course;no;no;no;cellular;aug;tue;215;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
58;unemployed;divorced;high.school;unknown;no;no;cellular;jul;fri;195;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
36;admin.;single;university.degree;no;no;yes;cellular;may;wed;1119;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;yes;1
54;blue-collar;married;high.school;unknown;yes;yes;cellular;may;tue;197;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no;0
33;services;married;high.school;no;yes;no;cellular;may;thu;397;1;999;2;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
36;blue-collar;married;basic.9y;no;yes;yes;cellular;may;thu;314;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
40;self-employed;married;basic.9y;unknown;no;no;cellular;nov;tue;53;1;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no;0
53;technician;divorced;high.school;no;yes;no;cellular;jul;tue;201;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
55;technician;married;university.degree;no;no;no;telephone;may;fri;41;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no;0
27;admin.;married;high.school;no;yes;no;cellular;jul;mon;238;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
43;technician;married;professional.course;no;no;no;cellular;jul;fri;161;7;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
27;technician;single;university.degree;no;yes;no;telephone;jun;mon;224;2;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1;no;0
45;blue-collar;single;basic.6y;no;no;no;telephone;jun;thu;138;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
25;admin.;single;university.degree;no;yes;no;cellular;jul;wed;105;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
24;blue-collar;single;basic.9y;no;yes;no;telephone;may;tue;112;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
28;blue-collar;single;basic.9y;no;yes;no;telephone;may;tue;212;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
53;retired;married;basic.9y;unknown;yes;no;cellular;jul;fri;817;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes;1
53;admin.;married;university.degree;unknown;yes;no;cellular;sep;tue;81;5;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.8190000000000001;5017.5;no;0
43;blue-collar;married;basic.9y;no;yes;no;telephone;jun;fri;151;6;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no;0
38;housemaid;married;basic.4y;unknown;unknown;unknown;cellular;jul;tue;105;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
46;entrepreneur;married;high.school;no;no;no;cellular;may;tue;366;1;6;1;success;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
40;services;single;high.school;no;yes;yes;telephone;may;tue;117;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
32;services;married;high.school;no;yes;no;telephone;may;wed;309;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
27;blue-collar;single;basic.4y;no;yes;no;cellular;jul;thu;225;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
46;services;married;high.school;no;yes;no;cellular;apr;wed;417;2;999;2;failure;-1.8;93.075;-47.1;1.445;5099.1;no;0
46;entrepreneur;married;university.degree;no;unknown;unknown;cellular;nov;mon;254;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no;0
51;admin.;married;high.school;no;no;no;cellular;nov;tue;132;1;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no;0
57;retired;married;professional.course;no;yes;no;cellular;aug;fri;282;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
51;technician;married;professional.course;no;yes;no;cellular;apr;thu;341;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes;1
30;management;married;university.degree;no;yes;no;cellular;jul;wed;217;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
36;admin.;divorced;high.school;no;no;no;telephone;may;tue;138;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
33;blue-collar;married;basic.9y;no;yes;no;telephone;jun;wed;139;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
29;services;single;high.school;no;no;no;telephone;may;mon;207;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
32;technician;married;professional.course;no;no;no;cellular;jul;mon;167;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
27;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;151;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
53;blue-collar;married;professional.course;unknown;yes;no;cellular;may;wed;251;4;999;1;failure;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
40;technician;married;basic.9y;no;no;no;telephone;may;tue;135;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
41;unemployed;divorced;university.degree;unknown;yes;no;cellular;aug;thu;229;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no;0
28;student;single;high.school;no;yes;no;cellular;aug;wed;188;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.879;5076.2;no;0
29;services;single;high.school;no;yes;no;telephone;jun;thu;1018;3;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;yes;1
32;admin.;single;professional.course;no;no;yes;cellular;may;fri;6;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
53;self-employed;married;university.degree;unknown;yes;no;cellular;nov;wed;70;4;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no;0
29;admin.;married;unknown;no;unknown;unknown;telephone;jun;fri;83;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
31;blue-collar;married;basic.9y;no;yes;no;cellular;nov;wed;167;3;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no;0
42;management;married;university.degree;no;yes;no;cellular;aug;fri;436;1;13;1;success;-2.9;92.20100000000001;-31.4;0.8690000000000001;5076.2;yes;1
30;blue-collar;married;basic.9y;no;yes;no;cellular;jul;thu;58;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
38;admin.;divorced;high.school;no;no;yes;cellular;jul;mon;125;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
40;management;married;university.degree;no;no;no;cellular;jul;tue;314;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
53;entrepreneur;divorced;university.degree;no;yes;no;cellular;nov;mon;107;1;999;1;failure;-0.1;93.2;-42.0;4.191;5195.8;no;0
33;blue-collar;married;basic.6y;no;no;no;telephone;may;mon;165;1;999;0;nonexistent;-1.8;93.876;-40.0;0.682;5008.7;no;0
51;technician;married;professional.course;unknown;yes;no;cellular;aug;wed;365;2;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;no;0
33;admin.;married;university.degree;no;no;no;telephone;may;thu;463;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
33;technician;married;university.degree;unknown;no;no;telephone;jun;thu;67;4;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
35;housemaid;single;unknown;no;yes;no;telephone;jun;thu;66;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
28;admin.;single;university.degree;no;yes;no;cellular;apr;tue;295;5;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1;yes;1
40;admin.;married;professional.course;unknown;no;no;cellular;jul;thu;106;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
38;blue-collar;single;basic.9y;unknown;yes;no;telephone;may;mon;289;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
43;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;fri;357;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
35;admin.;single;university.degree;no;yes;no;telephone;may;tue;227;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no;0
78;retired;married;basic.4y;no;no;yes;cellular;aug;wed;103;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8340000000000001;5076.2;no;0
34;entrepreneur;married;university.degree;no;no;no;cellular;apr;fri;85;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
44;blue-collar;married;basic.6y;no;yes;no;telephone;apr;thu;272;2;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;no;0
36;technician;single;high.school;no;yes;no;cellular;may;thu;229;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
36;self-employed;married;university.degree;no;no;no;telephone;may;tue;346;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
41;services;married;professional.course;no;yes;yes;cellular;jul;fri;348;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
44;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;mon;358;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
39;technician;divorced;professional.course;no;no;no;telephone;may;wed;240;3;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
42;admin.;married;university.degree;no;yes;no;telephone;nov;tue;217;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no;0
43;blue-collar;divorced;basic.4y;unknown;yes;no;telephone;may;fri;618;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;yes;1
48;blue-collar;married;basic.9y;no;yes;no;telephone;aug;fri;67;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
31;technician;single;professional.course;no;no;no;cellular;aug;thu;449;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
29;technician;single;university.degree;no;yes;no;cellular;dec;mon;264;2;999;0;nonexistent;-3.0;92.713;-33.0;0.7090000000000001;5023.5;yes;1
48;technician;married;university.degree;no;yes;no;cellular;aug;tue;174;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
28;technician;single;university.degree;no;no;no;cellular;jul;wed;96;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
36;technician;married;professional.course;no;no;no;telephone;jun;wed;183;9;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
43;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;mon;286;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
34;admin.;single;university.degree;no;no;no;cellular;nov;thu;135;1;6;1;success;-3.4;92.649;-30.1;0.7140000000000001;5017.5;yes;1
48;admin.;married;professional.course;unknown;yes;no;telephone;jun;thu;49;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
73;retired;divorced;high.school;no;yes;no;cellular;dec;tue;284;1;999;0;nonexistent;-3.0;92.713;-33.0;0.7070000000000001;5023.5;yes;1
76;retired;married;university.degree;no;no;no;cellular;dec;thu;103;1;999;1;failure;-3.0;92.713;-33.0;0.7120000000000001;5023.5;no;0
36;admin.;married;university.degree;no;yes;yes;cellular;sep;tue;28;2;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.8190000000000001;5017.5;no;0
55;blue-collar;married;basic.4y;unknown;no;no;telephone;jul;thu;385;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.966;5228.1;no;0
27;technician;married;university.degree;no;yes;no;cellular;jul;tue;459;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
29;student;single;university.degree;no;yes;no;cellular;may;mon;556;1;999;1;failure;-1.8;93.876;-40.0;0.685;5008.7;yes;1
44;management;married;university.degree;no;no;no;cellular;may;fri;262;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
25;blue-collar;single;high.school;no;no;no;cellular;jul;mon;234;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
34;technician;single;professional.course;no;yes;no;cellular;may;wed;404;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no;0
58;management;married;university.degree;no;no;no;cellular;may;mon;248;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.244;5099.1;no;0
28;blue-collar;single;professional.course;no;no;no;cellular;jul;wed;1290;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes;1
32;admin.;married;university.degree;no;yes;no;cellular;aug;wed;1842;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes;1
28;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;390;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes;1
62;admin.;married;university.degree;no;yes;yes;cellular;aug;fri;64;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;no;0
36;admin.;married;university.degree;no;yes;no;telephone;jun;wed;67;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
29;technician;single;professional.course;no;yes;no;cellular;nov;fri;1555;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;yes;1
51;services;married;professional.course;unknown;no;no;telephone;may;mon;158;5;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
39;technician;married;professional.course;no;unknown;unknown;telephone;may;wed;575;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
33;services;married;high.school;no;yes;no;cellular;may;fri;227;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
42;technician;single;high.school;no;no;no;telephone;may;tue;359;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
31;blue-collar;married;professional.course;no;no;no;cellular;aug;thu;414;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.873;5076.2;yes;1
26;blue-collar;single;high.school;no;yes;no;telephone;nov;fri;208;2;3;1;success;-3.4;92.649;-30.1;0.7140000000000001;5017.5;yes;1
41;entrepreneur;divorced;basic.9y;no;yes;yes;cellular;jul;thu;219;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
30;technician;single;high.school;no;no;no;cellular;aug;mon;134;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no;0
48;blue-collar;married;basic.4y;unknown;yes;no;cellular;aug;mon;69;2;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no;0
52;blue-collar;divorced;basic.4y;no;no;no;cellular;apr;thu;474;2;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no;0
46;admin.;married;high.school;no;yes;no;cellular;nov;thu;308;1;999;1;failure;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
32;self-employed;married;basic.9y;no;no;no;telephone;may;fri;101;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
30;blue-collar;married;basic.6y;no;no;no;telephone;jun;wed;201;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
53;management;married;university.degree;no;no;no;cellular;aug;thu;88;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no;0
30;blue-collar;single;basic.9y;no;yes;no;telephone;jul;thu;17;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
57;self-employed;married;unknown;unknown;yes;no;telephone;jun;tue;279;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
39;admin.;single;high.school;no;no;no;cellular;aug;thu;257;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no;0
25;services;single;basic.6y;unknown;yes;no;cellular;jul;thu;301;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
51;technician;married;professional.course;no;yes;yes;cellular;apr;thu;297;1;2;2;success;-1.8;93.075;-47.1;1.365;5099.1;yes;1
25;services;single;high.school;no;no;no;cellular;may;fri;21;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no;0
31;self-employed;single;university.degree;no;no;no;cellular;aug;mon;209;1;999;2;failure;-1.7;94.027;-38.3;0.898;4991.6;no;0
48;blue-collar;married;basic.4y;no;no;no;cellular;aug;tue;134;7;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
45;technician;married;unknown;unknown;yes;no;cellular;jul;mon;326;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
33;technician;married;university.degree;unknown;yes;no;cellular;aug;mon;153;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
31;blue-collar;single;basic.9y;unknown;yes;no;telephone;jun;tue;409;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
48;entrepreneur;married;basic.9y;no;yes;no;cellular;jul;wed;438;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
33;technician;single;high.school;no;yes;no;cellular;aug;mon;111;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
50;technician;married;university.degree;no;yes;no;cellular;aug;mon;204;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
54;technician;married;university.degree;unknown;no;no;cellular;may;fri;217;7;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
