age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,client_id
36,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,440,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,XTG8R
58,unemployed,married,professional.course,unknown,yes,no,cellular,aug,thu,147,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,KT97X
48,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,62,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no,VJRJC
33,blue-collar,single,high.school,no,yes,no,cellular,may,fri,435,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,R8JIV
25,student,single,high.school,no,no,no,cellular,apr,wed,54,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,0UAY1
39,unemployed,married,university.degree,no,yes,no,telephone,jun,mon,108,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,ZOU6V
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,763,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,UWCTJ
40,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,124,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NIKKT
37,technician,single,professional.course,no,no,no,cellular,aug,wed,341,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,45BSN
34,technician,married,high.school,no,yes,no,cellular,aug,mon,77,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,1W1XH
50,self-employed,married,professional.course,no,no,no,cellular,jul,thu,73,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,B0F3E
33,technician,single,high.school,no,yes,yes,cellular,aug,mon,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,BAYUM
39,technician,single,professional.course,no,yes,no,cellular,aug,thu,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,3QIB9
34,admin.,single,university.degree,no,no,no,cellular,aug,tue,161,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,FP409
58,retired,married,high.school,no,yes,no,cellular,jul,wed,124,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,HMCYF
48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,87,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,43E3G
50,self-employed,married,high.school,no,yes,no,cellular,jul,tue,119,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,G7OS9
30,technician,divorced,university.degree,no,no,no,cellular,apr,mon,96,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,Z6W6H
58,retired,married,basic.4y,no,no,no,cellular,sep,wed,394,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7809999999999999,5017.5,yes,87JGG
29,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,837,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,G90FH
56,services,married,high.school,unknown,yes,no,telephone,jul,thu,279,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,9WZ12
36,unemployed,divorced,high.school,no,no,no,cellular,nov,mon,166,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,X95LY
33,management,married,university.degree,unknown,yes,yes,cellular,apr,tue,258,8,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no,GIUGV
33,services,single,high.school,unknown,yes,no,cellular,jul,tue,560,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes,W32G9
31,admin.,married,high.school,no,yes,yes,cellular,may,mon,12,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,GYE29
61,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,113,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no,9XX3D
42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,65,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,JL85S
23,admin.,single,high.school,no,no,no,cellular,jul,tue,220,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,KMTYU
56,blue-collar,divorced,unknown,no,no,yes,cellular,jul,mon,117,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,U9QOX
27,admin.,single,university.degree,no,no,no,cellular,sep,wed,397,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7809999999999999,5017.5,yes,83UBR
35,admin.,single,university.degree,unknown,no,no,cellular,may,wed,60,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,AUOBI
31,technician,single,university.degree,no,yes,yes,cellular,jun,fri,241,5,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,no,7GZZV
36,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,623,2,6,2,success,-2.9,92.20100000000001,-31.4,0.879,5076.2,yes,DVBO3
33,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,337,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,PSLB2
33,services,married,high.school,unknown,yes,no,telephone,jun,mon,393,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,LLT2N
50,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,392,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes,HZJZ5
24,student,single,high.school,no,no,no,cellular,may,wed,669,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes,PJVL7
53,unemployed,married,unknown,unknown,no,no,telephone,may,thu,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,8O08D
46,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,372,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,EVIOL
28,admin.,single,high.school,no,yes,yes,cellular,jun,thu,296,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,OHECG
48,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,329,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,XPZCR
37,management,married,university.degree,no,no,no,cellular,nov,wed,140,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,40WV1
50,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,98,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,35N6J
53,admin.,married,university.degree,no,no,no,cellular,dec,thu,110,1,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,no,OF2FN
33,admin.,divorced,high.school,no,no,no,cellular,mar,thu,41,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,PCPCA
54,management,married,high.school,no,no,no,cellular,aug,wed,171,3,999,1,failure,-1.7,94.027,-38.3,0.894,4991.6,no,HABQ2
56,retired,married,basic.6y,no,yes,no,cellular,jul,tue,509,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,XNJ0Q
35,admin.,single,basic.4y,unknown,yes,no,telephone,may,wed,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,MU6BF
50,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,97,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,OWU80
31,services,married,basic.9y,no,yes,no,cellular,jul,wed,537,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,X96HT
34,admin.,single,high.school,no,no,yes,telephone,may,wed,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,VKR8W
52,entrepreneur,married,university.degree,unknown,yes,yes,telephone,nov,wed,248,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,O1DTY
50,admin.,married,university.degree,no,yes,no,telephone,jun,tue,199,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,62VYE
38,technician,single,high.school,no,yes,no,telephone,may,mon,272,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,3EWD5
55,technician,single,professional.course,no,no,no,cellular,nov,mon,99,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,D21AX
55,services,married,basic.6y,unknown,no,no,cellular,jul,tue,31,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,AGDKV
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,168,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,OBGQK
39,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,340,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,D9LW9
42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,SQ95N
57,retired,divorced,professional.course,no,no,no,telephone,jun,wed,203,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,IN0US
37,management,married,university.degree,no,no,no,telephone,jun,thu,288,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,3L242
39,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,310,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,YY05Z
28,admin.,single,university.degree,no,no,no,cellular,mar,thu,189,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no,5Y6VC
31,admin.,single,university.degree,no,no,yes,telephone,mar,mon,39,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no,UOXOQ
22,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,106,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,BKFHO
39,admin.,married,high.school,no,yes,no,cellular,jul,thu,301,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,5E32F
30,technician,married,university.degree,no,no,no,cellular,jun,mon,108,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,Z9FQC
47,technician,divorced,high.school,no,yes,no,telephone,jul,thu,147,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,LVP3V
43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,550,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,P68EE
47,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,538,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,3PNVK
42,technician,divorced,basic.9y,no,no,no,telephone,may,thu,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,BMZO7
36,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,QE3YA
26,admin.,single,high.school,no,yes,no,telephone,may,fri,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,6WLHI
28,admin.,married,high.school,no,yes,no,cellular,nov,wed,158,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no,QGA3B
44,admin.,divorced,high.school,no,no,yes,cellular,jul,tue,132,4,999,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,5076.2,no,IWSTV
33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,X3BQV
17,student,single,unknown,no,yes,no,cellular,aug,wed,432,3,4,2,success,-2.9,92.20100000000001,-31.4,0.884,5076.2,no,CO6QK
49,blue-collar,single,basic.6y,no,yes,no,telephone,may,wed,148,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,1X3VZ
36,technician,married,university.degree,no,no,no,telephone,may,wed,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2K8JD
56,admin.,married,university.degree,unknown,no,no,telephone,may,fri,213,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,EFNVW
28,technician,single,university.degree,no,yes,no,cellular,jul,wed,115,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,K342X
26,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,200,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,SM11O
34,admin.,married,university.degree,no,no,no,cellular,aug,wed,224,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,3YHMY
55,management,married,university.degree,no,yes,no,telephone,jun,mon,303,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,UYNLY
83,retired,married,basic.4y,no,yes,no,cellular,apr,thu,321,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,ZH1X3
45,admin.,married,university.degree,no,yes,no,telephone,jul,thu,58,3,999,0,nonexistent,-2.9,92.469,-33.6,0.9690000000000001,5076.2,no,REGNE
72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,370,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,no,W9P3J
48,admin.,single,university.degree,no,yes,no,cellular,aug,thu,408,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,DDEI8
31,admin.,married,university.degree,no,no,no,telephone,jun,wed,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,P2ALX
35,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,536,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,FOZ71
48,admin.,married,university.degree,no,yes,no,telephone,aug,tue,58,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,PSWIK
35,admin.,married,high.school,no,yes,no,cellular,may,wed,43,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,RKJ13
28,management,single,university.degree,no,yes,no,cellular,jun,thu,66,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no,2NCRT
50,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,306,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,DFIUI
28,technician,single,professional.course,no,no,no,cellular,jul,thu,28,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,CQI8D
24,blue-collar,single,high.school,no,yes,no,cellular,apr,mon,135,1,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,no,VDPOE
47,admin.,married,high.school,no,no,no,cellular,aug,thu,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,LL338
44,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,312,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,UO8U4
33,technician,single,professional.course,no,yes,no,cellular,may,wed,519,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes,8P5BY
30,services,single,professional.course,no,yes,no,telephone,may,fri,120,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,G7DOO
32,services,single,high.school,no,yes,no,cellular,may,fri,583,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,OZZDX
44,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,5W9HR
33,admin.,single,high.school,no,yes,no,cellular,may,tue,135,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,KFQFH
53,retired,married,high.school,no,no,no,cellular,apr,wed,349,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,30PVF
49,blue-collar,single,high.school,no,yes,yes,cellular,may,mon,217,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,CCVGR
72,retired,single,university.degree,no,no,no,cellular,may,fri,114,3,999,0,nonexistent,-1.8,93.876,-40.0,0.6990000000000001,5008.7,no,YZ2E5
18,student,single,unknown,no,no,no,telephone,sep,tue,401,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,no,8JYNW
32,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,102,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,ML0A8
53,admin.,married,university.degree,no,yes,no,cellular,jul,thu,51,33,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,AZQAX
45,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,YDVRG
31,technician,married,professional.course,no,yes,no,telephone,jun,tue,208,1,999,0,nonexistent,-1.7,94.055,-39.8,0.723,4991.6,yes,QAAII
40,technician,married,university.degree,no,no,no,cellular,jul,thu,122,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,VA3DX
35,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,170,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,AGX6N
37,technician,married,university.degree,no,yes,no,telephone,may,tue,8,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,DO96Z
43,admin.,married,high.school,no,no,no,cellular,jul,tue,327,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,ZIJBO
45,admin.,married,high.school,no,yes,no,cellular,aug,fri,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,93G8F
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,113,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,S7ECG
40,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,316,1,11,1,success,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,UZJD1
46,technician,divorced,university.degree,no,no,no,cellular,jul,tue,199,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,HF0DG
56,services,divorced,high.school,unknown,yes,yes,cellular,nov,wed,457,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,CTSGL
32,services,single,high.school,no,yes,no,telephone,may,wed,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,WVC62
31,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,mon,153,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,QZ97E
46,technician,married,professional.course,no,yes,no,telephone,may,tue,193,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,REFKX
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,87,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,H3V11
51,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,5F8AW
40,blue-collar,married,professional.course,unknown,no,no,telephone,jun,fri,554,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes,7TNYT
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,F5HG9
33,blue-collar,single,basic.6y,no,yes,no,cellular,may,tue,22,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,MYEYJ
52,admin.,married,unknown,no,no,no,cellular,aug,tue,422,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,RKUHZ
39,technician,married,professional.course,no,no,no,telephone,oct,thu,171,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.921,5195.8,yes,PB502
35,admin.,single,university.degree,no,no,no,cellular,aug,tue,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,F86MU
50,management,married,university.degree,no,yes,no,cellular,aug,thu,77,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,WB4RB
59,retired,married,basic.9y,no,no,no,cellular,jul,mon,551,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,WJRF0
41,services,single,high.school,no,no,no,cellular,apr,wed,134,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,P0NYL
33,admin.,married,professional.course,no,yes,no,cellular,aug,fri,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,TH7YM
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,399,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,ORK0B
46,unemployed,divorced,high.school,unknown,yes,yes,telephone,may,fri,69,15,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,7SMF3
51,management,married,university.degree,no,yes,no,cellular,jul,wed,96,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,Q7BZR
45,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,1162,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,DY1RX
38,technician,single,university.degree,no,yes,no,cellular,jul,thu,98,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,no,RD7CH
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,N0RLI
30,services,single,professional.course,no,no,no,telephone,jun,wed,386,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,EV3N5
31,blue-collar,divorced,professional.course,no,yes,no,telephone,may,thu,176,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,DZTYS
38,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,186,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,RTBG2
34,admin.,married,high.school,unknown,no,no,cellular,jul,wed,241,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,I2WV0
29,admin.,single,university.degree,no,no,no,telephone,may,wed,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,7K8C3
37,unemployed,single,university.degree,no,yes,no,telephone,nov,thu,76,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,B3QBC
48,management,married,university.degree,no,no,no,cellular,aug,tue,115,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,PICOD
29,technician,single,professional.course,no,yes,no,cellular,jul,wed,133,3,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,no,0YJE6
55,entrepreneur,divorced,university.degree,no,yes,yes,cellular,nov,thu,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,MDM0U
47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,58,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,MUUUM
27,technician,single,professional.course,no,no,no,telephone,may,fri,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,OIRP8
31,technician,married,professional.course,no,no,no,cellular,aug,wed,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,LJ9DZ
46,blue-collar,divorced,basic.9y,no,no,yes,cellular,apr,wed,903,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes,MHJXI
46,technician,married,high.school,no,no,no,telephone,jun,tue,372,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,R2090
58,retired,married,basic.4y,no,yes,no,cellular,nov,wed,487,1,999,2,failure,-3.4,92.649,-30.1,0.716,5017.5,yes,V6RR8
59,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,ZEK3Z
25,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,109,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,T8LK4
45,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,thu,618,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,VFI54
37,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,1012,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,HUCUL
24,student,single,high.school,no,no,no,cellular,jun,wed,112,2,14,2,success,-1.7,94.055,-39.8,0.7390000000000001,4991.6,no,IWOAE
35,management,married,basic.9y,no,yes,no,telephone,jun,fri,89,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,2HCL6
42,admin.,married,university.degree,no,yes,no,cellular,nov,wed,340,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,1U6DP
34,admin.,married,university.degree,no,no,no,telephone,jun,fri,11,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,LQ5O6
47,blue-collar,married,basic.9y,unknown,yes,no,telephone,nov,thu,76,9,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,DLDRE
32,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,360,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,RTOKJ
33,services,divorced,high.school,no,no,yes,telephone,apr,fri,119,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,EQYBN
32,technician,single,university.degree,no,yes,no,cellular,jul,thu,72,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,6MQZV
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,244,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,OMLX8
34,admin.,single,high.school,no,yes,no,cellular,nov,mon,121,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,yes,XEYER
26,admin.,single,university.degree,no,yes,no,cellular,may,mon,57,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0HO92
34,admin.,divorced,basic.6y,no,no,no,telephone,may,fri,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,CQOT3
35,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,263,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,KRN5P
30,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,231,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,DIQ9Z
47,admin.,married,high.school,unknown,no,no,cellular,aug,thu,144,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,G5E48
52,management,married,basic.6y,no,no,no,cellular,nov,mon,209,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,yes,6Y8GP
36,services,divorced,university.degree,no,no,no,telephone,jun,wed,69,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0R9CW
29,technician,single,professional.course,no,no,no,cellular,nov,fri,530,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes,CY743
40,blue-collar,single,basic.4y,unknown,no,no,cellular,apr,wed,158,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no,3CSR5
30,admin.,married,high.school,no,no,no,cellular,nov,thu,361,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,MF5UF
41,admin.,single,high.school,no,no,no,telephone,may,mon,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,W77HL
29,blue-collar,single,unknown,no,no,no,telephone,may,tue,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,4SEUR
